ID,Gender,10percentage,12graduation,12percentage,CollegeID,CollegeTier,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,Logical,Quant,Domain,agreeableness,openess_to_experience,Salary
1083507,m,72.12,2009,78,6884,2,75,6884,0,2014,445,740,0.053160305,0.0459,-0.2859,345000
331083,m,89.9,2008,90.1,9769,2,74.5,9769,1,2012,455,515,0.488347977,0.9688,-0.2875,335000
1034763,m,64.3,2009,66.4,7824,2,76.56,7824,0,2013,480,405,0.622642916,-1.9521,-1.0524,480000
608938,m,86.4,2009,93.6,10950,1,72.3,10950,0,2013,570,500,0.986525019,-1.1196,-0.4776,600000
919264,m,91.2,2010,80,48,1,79.42,48,1,2014,645,855,0.338786347,0.3789,-1.4356,325000
663821,m,68.6,2008,59.2,4450,2,67.9,4450,0,2017,350,400,0.163630927,1.3779,0.8637,180000
600127,m,90,2009,89.4,9767,2,77.85,9767,1,2013,425,705,0.875503907,0.8784,1.247,325000
1232472,m,85,2009,72,13881,2,69.8,13881,0,2013,650,655,-1,1.5444,0.6721,220000
775846,m,77.8,2008,76.6,3002,2,84,3002,0,2013,495,680,0.991230625,1.0449,-0.0943,375000
451903,m,73,2008,81,11283,2,81,11283,0,2012,535,495,0.563267824,0.8128,-0.0506,300000
810702,m,85.2,2009,79.6,64,2,65.3,64,0,2014,440,415,0.493596387,-1.2861,-0.0943,180000
730050,m,83,2009,72,11153,2,75,11153,1,2013,595,680,0.124502074,0.2124,-0.2859,220000
1026621,f,88,2010,88,9282,2,70.12,9282,0,2014,605,605,0.744758354,1.2114,0.0973,300000
1261955,m,82.14,2010,81.26,4971,2,67.54,4971,0,2014,630,500,0.916869961,-0.1206,0.0973,225000
244558,f,90.26,2007,82.7,3427,2,88.6,3427,0,2011,605,625,0.824666401,-0.1232,1.1343,650000
814679,m,75,2007,59.6,6389,2,61.51,6389,1,2011,425,385,0.557389506,-0.1206,-0.2859,120000
641821,m,70.8,2008,65.2,1622,2,72.5,1622,0,2013,520,530,0.376059587,-1.1196,-1.4356,180000
356498,m,79.8,2008,77,4368,2,81.6,4368,0,2012,445,495,0.793580615,1.9048,1.1343,445000
309214,m,78.6,2009,70.2,5904,2,73.04,5904,0,2013,555,565,0.488347977,-0.7473,-0.7615,420000
1175511,m,68,2010,59,16674,2,73,16674,0,2015,530,500,0.080055281,-1.6191,-0.4776,280000
1007916,f,66.33,2009,60,279,2,67.38,279,0,2013,595,520,0.276047228,0.0459,-1.244,220000
619660,m,69.85,2008,64.6,275,2,79.6,275,1,2013,485,705,0.837620726,-0.6201,-1.244,300000
329618,m,83.25,2008,79.8,253,2,71.31,253,1,2012,625,605,0.960603252,-1.0593,-2.1833,370000
267047,m,62,2004,59.4,7564,2,60,7564,0,2011,365,395,0.165633092,-1.5273,-1.2354,150000
1240138,m,73.6,2008,68.2,7956,2,65.8,7956,0,2012,595,535,0.605533552,0.8784,0.0973,300000
215739,m,78.8,2006,74.8,5026,2,70,5026,0,2011,475,575,0.206710618,-0.7473,0.1864,390000
817804,m,81.6,2010,77,6566,2,66.46,6566,1,2014,470,500,0.649389715,0.2124,-0.2859,145000
662113,m,71,2008,63,13040,2,79.9,13040,1,2013,510,590,0.661834476,0.2124,-1.6273,180000
678842,m,65.5,2007,66,1875,2,68.58,1875,0,2011,580,515,-1,-0.2871,-0.4776,240000
333860,f,76,2008,81,11168,2,77,11168,1,2012,395,535,0.607034038,-0.9033,0.3444,180000
1149330,f,76,2009,68.7,10998,2,77.7,10998,1,2013,340,440,-1,0.3789,0.2889,120000
1248250,m,53,2006,49,5807,2,78,5807,0,2013,435,320,0.23780284,0.2124,0.8637,185000
51094,m,81,2006,78,439,2,73,439,1,2010,355,415,0.824666401,0.5008,-0.1295,400000
693533,m,78.8,2008,71.6,4971,2,73,4971,0,2013,570,750,0.995265706,1.2114,0.4805,315000
1219098,m,73.5,2008,67,2921,2,77,2921,0,2013,590,510,0.338786347,0.7119,0.0973,265000
906387,m,72,2010,59.9,67,2,63,67,0,2014,450,395,0.991230625,0.3789,0.6721,120000
342610,m,72,2008,68,2563,2,68,2563,0,2012,385,365,0.635978756,1.1248,0.3444,475000
536761,m,80,2008,63.83,124,2,76.44,124,0,2013,555,470,0.942116551,0.8128,-0.5245,360000
649731,m,80.16,2008,65.83,2110,2,72.73,2110,0,2012,545,445,0.735795709,-1.4526,-0.4776,420000
843047,f,69,2007,82,11516,2,73,11516,0,2012,560,605,0.356536488,1.3779,1.6302,200000
133153,m,74.53,2006,84.53,1358,2,63,1358,1,2010,565,605,0.960903087,0.6568,-0.4455,555000
135273,m,86.5,2006,91,1429,2,72.23,1429,1,2010,635,595,0.998588239,-0.2793,-1.2354,615000
263859,m,73,2004,68.69,2513,2,65.66,2513,0,2011,455,415,0.206710618,0.6568,0.9763,450000
329604,m,79,2008,85.4,253,2,75.6,253,1,2012,495,605,0.376059587,0.3448,0.1864,320000
1068402,m,74.83,2010,87.4,15456,2,69.31,15456,0,2014,530,545,0.622642916,-0.7866,0.8637,350000
212055,m,69.16,2006,65.66,278,1,77.5,278,0,2013,435,645,0.990008757,0.5008,-1.2354,550000
225114,f,74,2006,65,4948,2,72,4948,1,2011,345,445,0.735795709,0.5008,1.1343,360000
1149223,f,78,2009,82.8,11024,2,79,11024,1,2013,495,440,-1,0.7119,1.4386,200000
543844,m,81.2,2009,78,55,2,70,55,0,2013,525,310,0.843123727,-0.4353,-0.9194,120000
641272,f,86.8,2009,91.7,9769,2,79.75,9769,1,2013,585,735,0.694479328,0.8784,-0.6692,335000
1261826,m,87,2009,85,15446,2,66.5,15446,0,2013,480,525,0.911395278,1.0449,0.0973,130000
692945,m,84,2009,76,8297,2,76,8297,1,2013,390,575,0.744758354,0.5454,0.4805,320000
321139,f,86,2008,78,47,1,74,47,1,2012,435,575,0.229481755,1.3198,-0.1295,400000
86373,f,78,2006,86.67,4173,2,77.55,4173,1,2010,465,535,0.910770164,1.4368,-0.1295,150000
785663,m,73.6,2009,61.2,1982,2,67.34,1982,0,2014,415,470,0.20739217,0.3789,-0.0943,220000
637623,m,75.66,2009,76.66,4415,2,76.5,4415,1,2014,525,545,0.966006923,-2.1186,-1.6273,180000
1220653,f,93,2010,86,1012,2,83,1012,1,2014,625,525,0.744758354,0.0459,-0.6692,310000
1263022,f,61,2010,61,1237,2,75,1237,1,2014,510,500,0.952245573,0.2124,-1.0524,325000
864091,m,80.2,2007,74.8,4504,2,78.16,4504,0,2013,415,620,0.338786347,-0.1206,-0.2859,360000
543099,f,87,2009,80.5,12666,2,70,12666,0,2013,475,235,0.376059587,1.4368,1.0158,325000
1084536,m,72.8,2008,61.33,470,2,70.05,470,1,2014,495,430,0.911395278,1.0449,1.0554,425000
688018,m,65.71,2009,68.2,1638,2,67.08,1638,0,2013,415,665,0.124502074,-0.2871,-0.2859,180000
1274658,f,89.7,2009,86.7,7685,2,80,7685,1,2013,675,570,-1,1.2114,0.8637,320000
530678,m,63.66,2008,59,11759,2,71,11759,0,2013,415,500,0.610611988,1.1248,0.1864,180000
591405,m,78.8,2009,87,527,2,77.4,527,0,2013,630,870,0.979521744,0.0459,0.4805,605000
636523,f,73.2,2009,73.6,1622,2,67.6,1622,0,2013,585,735,0.376059587,-0.4536,0.4805,410000
389343,m,74,2008,82.3,29,2,75.5,29,1,2012,615,525,0.952245573,0.1498,-0.1295,430000
995189,m,79.5,2009,77.1,9803,2,74.78,9803,1,2013,495,475,0.144789889,-0.2871,0.8637,145000
836769,m,66,2008,58,11584,2,64,11584,0,2012,510,385,0.486747008,-0.4536,0.4805,180000
505714,m,46.8,2009,72.48,165,2,59.7,165,1,2012,525,605,0.901489571,-0.2793,-0.9194,240000
359173,f,89.4,2007,80.6,44,2,81.76,44,0,2012,495,684,0.916869961,0.1888,-0.643,800000
259623,m,54,2006,68,1114,2,69,1114,0,2010,295,375,-1,-0.7473,-1.3934,175000
713848,m,84,2008,75.6,231,2,68,231,0,2012,620,590,0.985461394,-1.4526,-2.2021,360000
65919,m,76.64,2006,59,3649,2,65.7,3649,1,2010,455,285,0.377551419,-0.4353,-0.6035,470000
16400,m,83.8,2006,75.2,23,2,66.61,23,0,2010,395,575,0.694479328,0.1888,-1.3934,650000
995970,m,82.5,2009,86.3,8970,2,71,8970,1,2013,555,440,0.144789889,1.5444,1.4386,325000
530061,f,78,2009,69,11759,2,78,11759,0,2013,350,515,0.0587928,-2.3073,-3.6051,300000
190224,m,70.4,2004,66.4,62,1,69.56,62,1,2011,605,475,0.525922584,1.2808,1.2923,330000
514471,m,64,2006,64,2528,2,65,2528,0,2012,435,605,0.0587928,-2.0733,-2.0253,200000
986780,m,71,2009,60,9737,2,85,9737,0,2014,505,510,0.744758354,-0.7866,-0.8608,210000
1269397,m,69.8,2009,66.4,3801,2,62.6,3801,0,2014,420,405,0.338786347,0.3789,1.0554,240000
670423,f,89,2009,79,9481,2,68,9481,0,2013,495,485,0.525922584,-0.4536,0.0973,170000
794050,m,82,2010,76.6,8346,2,71.3,8346,0,2014,500,635,0.864685413,0.8229,-1.9234,350000
982135,m,80.4,2009,70.2,1424,2,78,1424,0,2014,455,680,0.953899775,0.0459,-0.0943,600000
631506,m,61.2,2009,60,5400,2,65.6,5400,0,2013,595,370,0.765673581,0.7119,0.0973,350000
1075216,m,65,2009,67,7736,2,71.18,7736,0,2013,455,405,0.600057182,-0.9531,-0.8608,300000
790690,f,81.6,2009,96.4,4184,2,80.36,4184,0,2013,520,620,0.916869961,0.7119,0.8637,275000
243897,f,70,2001,50,2656,2,75.84,2656,0,2011,425,355,0.694479328,0.3448,1.2923,400000
1083403,m,86,2010,79,6884,2,83.01,6884,0,2014,410,690,0.356536488,1.5444,1.6302,315000
50601,m,64.43,2002,47.83,274,2,78.83,274,1,2009,505,325,0.864685413,0.1888,-0.4455,300000
1091250,m,80,2008,84,10748,2,61,10748,0,2012,460,465,-1,1.0449,0.4805,200000
626318,m,75,2008,82.4,5048,2,78.4,5048,0,2013,500,750,0.910770164,-0.2871,-1.6273,180000
189286,m,82.2,2007,81.33,4042,2,90,4042,0,2011,415,425,0.376059587,0.3448,0.6603,400000
536516,m,83,2008,70,914,2,65,914,0,2012,645,795,0.704090412,0.3448,0.1864,210000
963241,m,94.8,2010,97.4,9173,2,75,9173,1,2014,450,545,0.338786347,0.3789,-0.6692,380000
143999,m,65,2007,69,527,2,67.4,527,0,2011,515,605,0.376059587,-1.2153,-0.2875,200000
1171292,m,94.43,2010,65.2,14541,1,61.2,14541,0,2014,505,510,0.842248322,1.0449,0.0973,330000
65278,m,59.05,2006,46.33,2559,2,65,2559,0,2010,385,375,0.206710618,-1.3713,-1.0774,180000
1089038,m,87,2009,95,4325,2,72.38,4325,0,2013,625,690,0.976292561,-0.4536,-0.6692,345000
1043795,m,89.8,2008,60,11025,2,74,11025,0,2013,540,485,-1,1.5444,1.0554,350000
33117,m,64.8,2004,62.4,47,1,72.91,47,1,2010,485,565,0.843123727,0.1888,0.5024,475000
850679,m,90,2009,70.8,5256,2,88.9,5256,0,2013,475,650,0.44619825,1.0449,0.0973,335000
823556,f,82.8,2010,76.6,272,2,86,272,0,2014,555,400,0.622642916,1.0449,-0.6692,260000
963058,m,85.33,2010,89.7,1237,2,74.3,1237,1,2014,500,595,0.356536488,0.7119,0.2889,335000
350462,m,75.6,2008,68.6,1872,2,70.46,1872,0,2012,505,475,0.553216382,0.2668,-0.9194,100000
1106129,m,92.5,2010,77.6,167,2,78.3,167,0,2014,510,605,0.978799293,0.3789,0.4805,230000
115351,m,72.15,2006,67.1,153,2,70.8,153,0,2010,495,645,0.694479328,-1.0593,-0.2875,340000
359281,m,86.4,2008,80.4,1275,2,61.54,1275,0,2012,505,605,0.670743151,0.5008,0.1864,180000
350149,m,79.8,2008,78.2,9019,2,69.8,9019,0,2012,625,485,0.229481755,-0.0842,-0.9194,420000
625891,f,69.33,2008,70.08,5690,2,70.34,5690,0,2013,595,545,0.824666401,0.5454,-0.0943,150000
202864,m,84.5,2005,93.6,3174,2,77,3174,0,2011,505,615,0.600057182,0.5008,0.1864,480000
332860,m,74.4,2006,78.2,6638,2,78.2,6638,0,2012,365,305,0.563267824,-0.9033,-0.643,380000
121233,m,64,2006,65,5702,2,65,5702,1,2010,324,415,0.447147892,0.8128,1.1343,150000
1209279,m,72.6,2009,73,1995,2,69.84,1995,1,2014,520,475,-1,1.7109,-0.8608,310000
1152368,m,69.2,2008,64.4,13001,2,67.8,13001,0,2012,360,310,0.436962648,1.3779,0.6721,180000
140797,m,81.3,2006,76.3,2066,2,78,2066,1,2010,505,525,0.229481755,0.6568,-0.4455,260000
455057,m,68,2008,61,272,2,55,272,0,2012,545,455,0.377551419,1.2028,1.2923,240000
628331,f,85,2008,70,429,2,79,429,0,2013,435,485,0.864685413,1.0449,0.2889,200000
1042343,m,68.5,2009,73.2,2085,2,69,2085,0,2013,455,450,0.193768442,-5.6151,-6.9925,120000
64792,f,69.92,2006,65.54,1070,2,57.66,1070,1,2010,375,415,0.3423149,1.1248,0.1864,530000
909180,m,85.17,2008,77.77,1589,1,64.1,1589,0,2013,605,825,0.842248322,0.8784,1.247,350000
359490,m,68,2009,75,1347,2,68.9,1347,0,2012,425,325,0.074546265,0.5008,0.0284,120000
1062284,m,79.8,2008,73.6,2633,2,64,2633,0,2013,435,345,0.030565991,0.0459,0.2889,120000
341436,m,86,2007,88.33,127,2,74.28,127,0,2012,655,655,0.968237496,1.2028,0.5024,430000
1042501,f,72.5,2009,67,7685,2,75.3,7685,1,2013,470,405,-1,1.5444,0.8637,85000
902366,m,82.8,2009,73.6,3918,2,67.5,3918,1,2014,450,575,0.744758354,0.0459,-0.0943,325000
319385,f,82.2,2008,77,5071,2,91.2,5071,0,2012,555,405,0.414337426,-0.6693,-0.4455,400000
1238752,m,84,2009,87.83,1111,2,81,1111,0,2013,420,475,0.842248322,-1.1196,-0.4776,180000
643096,m,91,2009,93.4,165,2,81.2,165,1,2014,570,530,0.910770164,0.0459,0.4805,325000
325868,f,86,2008,92.8,9164,2,69.25,9164,1,2012,465,525,0.670743151,0.0328,-0.9194,210000
637115,m,80,2010,65.2,4501,2,68.96,4501,0,2014,555,620,0.622642916,-0.6201,0.0973,315000
1154783,f,70.6,2010,58.5,5508,2,75,5508,0,2014,505,405,0.911395278,1.3779,-0.6692,200000
682129,m,55.5,2007,52.5,44,2,72.8,44,0,2013,495,445,0.864685413,-0.6201,-1.6273,200000
615313,m,68.8,2012,86,272,2,76.05,272,0,2014,535,590,0.978799293,0.2124,-0.6692,305000
919397,m,82.6,2010,81.4,48,1,80.22,48,1,2014,570,840,0.783303537,-0.1206,-1.6273,350000
434621,m,69.6,2008,71.4,3054,2,77,3054,0,2012,415,575,0.925645767,0.6568,0.1864,95000
226017,m,83.2,2007,61.4,8099,2,58,8099,0,2012,445,565,0.206710618,0.6568,-0.2875,305000
1081685,m,81.6,2010,65,14381,2,75,14381,1,2014,480,560,0.053160305,0.3123,-0.6692,325000
1166135,f,90,2010,90,4032,2,74.36,4032,0,2014,495,510,0.792936278,1.5444,0.8637,305000
35275,m,73,2006,66.8,44,2,69.98,44,0,2011,365,515,0.930370607,-1.2153,1.4502,200000
1043850,m,88,2009,75,2318,2,70,2318,1,2013,625,585,0.622642916,0.2124,-1.0524,350000
38032,m,89.4,2005,91.3,11157,1,78.2,11157,0,2010,435,705,0.755375121,0.0328,0.1864,850000
324343,m,61.63,2009,53.17,7236,2,60,7236,1,2012,415,215,0.450876584,0.1888,0.3049,280000
407934,m,84.4,2007,84.4,3801,2,88.6,3801,0,2012,425,535,0.958682017,0.3448,-0.643,440000
624733,m,87.8,2009,91.25,6996,2,78.9,6996,1,2013,495,545,0.450876584,0.8784,0.6721,300000
607667,f,95.52,2009,94.33,316,2,83.63,316,1,2013,620,620,0.968237496,1.0449,0.6721,275000
304344,m,67,2007,67,494,2,52,494,1,2011,455,375,0.488347977,-0.5913,-0.4455,85000
82270,m,79.6,2004,72.8,2253,2,75.2,2253,0,2010,565,645,0.971663491,0.0328,0.3444,395000
615310,m,70,2009,81,272,2,76.2,272,0,2014,605,650,0.953899775,0.2124,0.2889,290000
1166852,f,85.6,2010,87.8,13984,2,72.3,13984,1,2014,605,415,0.563267824,1.3779,0.2889,325000
1156362,f,71,2009,64,2028,2,73.4,2028,1,2013,400,500,0.356536488,0.3789,0.0973,210000
711754,m,82,2008,70,129,2,82.7,129,0,2013,655,495,-1,1.3779,-0.2859,390000
347445,m,62,2006,59,12478,2,65.16,12478,0,2012,435,455,0.910770164,-0.9033,-1.2354,180000
329920,m,80,2008,90,6164,2,71.8,6164,1,2012,425,575,0.765673581,1.5928,0.0679,1300000
1068813,m,90.08,2009,83.62,11256,2,62.71,11256,0,2013,520,370,0.649389715,0.5454,0.8637,250000
624266,m,77,2009,76,5815,2,67.22,5815,0,2013,500,515,0.563267824,-1.4526,-1.4356,120000
345685,f,75,2008,74,6659,2,88,6659,1,2012,515,465,0.538386893,-0.1206,-0.4776,200000
530518,m,65,2009,64,11759,2,79,11759,0,2013,545,385,0.450876584,-0.9033,-0.7615,150000
877241,m,95.54,2010,90,11973,1,59,11973,1,2014,610,530,0.255778194,-0.6201,-0.2859,345000
435229,m,82,2007,53,11982,2,71,11982,0,2012,395,555,0.490636956,-1.7223,-2.6572,320000
1089260,m,67.7,2007,56.3,14029,2,81.7,14029,0,2013,565,570,0.911395278,-0.2871,-0.6692,450000
242972,m,84.4,2007,82.2,55,2,71.1,55,0,2011,605,525,0.538386893,0.5008,0.1864,340000
606946,m,91.68,2009,69.16,9159,2,66,9159,1,2013,610,590,0.987207086,0.0459,-0.0943,350000
64897,f,80.64,2006,71.66,1070,2,69.03,1070,1,2010,395,415,0.864685413,-0.5913,-0.2875,400000
625377,m,90.8,2009,82.2,9019,2,75,9019,0,2013,545,530,0.755375121,0.5454,0.4805,390000
326334,f,74.6,2008,83.75,439,2,70,439,1,2012,375,335,0.276047228,0.0328,0.0679,325000
813008,m,69,2010,76,13388,2,7.56,13388,0,2014,475,605,0.755375121,-0.9531,-0.8608,180000
924485,m,72,2009,54,429,2,64,429,0,2014,535,400,0.486747008,-0.2871,-0.0943,145000
463002,m,56,2006,65,7627,2,67.2,7627,0,2013,464,554,0.824666401,-0.2012,-0.6035,120000
203097,f,84.3,2007,95.8,1141,2,78,1141,0,2011,585,525,0.635978756,0.8128,-0.4455,420000
479885,m,85,2005,60.5,4042,2,63.1,4042,0,2012,355,415,0.229481755,-1.4883,-0.4455,130000
609211,f,92.2,2009,81.8,285,1,85.5,285,0,2013,655,750,0.694479328,0.3789,1.0554,700000
731810,m,91.17,2009,87.2,8819,2,68.5,8819,1,2013,605,735,0.765673581,0.8784,-0.4776,310000
1149902,m,89.5,2010,93.9,2590,2,75.67,2590,0,2014,625,645,0.622642916,-1.2861,-1.244,145000
1101730,m,78,2009,69,2085,2,70,2085,0,2013,545,620,0.744758354,-0.1206,1.0554,370000
698109,m,79.5,2008,78,6408,2,81.3,6408,0,2013,520,445,0.538386893,-0.7866,0.6721,360000
595845,f,94.8,2010,93,44,2,74.3,44,0,2014,555,500,0.765673581,0.2124,0.2889,340000
230211,m,72,2007,69,35,1,70,35,1,2011,365,565,0.008154775,-2.6193,0.1864,120000
687289,f,66.2,2009,65.4,7770,2,74.68,7770,0,2013,554,565,0.488347977,-0.2871,0.6721,300000
192948,f,95.4,2007,93.2,893,2,79.7,893,0,2011,625,615,0.983749967,0.6568,0.3444,500000
1023622,m,88.6,2010,92,14342,2,73,14342,0,2014,510,500,0.744758354,0.3789,0.2889,305000
271036,m,88.64,2006,65.16,1629,2,74.81,1629,1,2011,485,465,0.864685413,-0.4778,-1.8386,530000
820734,m,68,2010,56,1129,2,68.4,1129,0,2014,350,400,0.557389506,-1.1196,-1.0524,240000
449899,m,79,2007,83.4,4439,2,73.3,4439,0,2012,515,595,0.600057182,0.9688,0.9763,150000
121509,f,84.6,2006,81,1294,2,73.9,1294,0,2010,525,475,0.824666401,0.0328,0.0284,520000
1115290,m,72,2009,60,221,2,62.5,221,0,2013,370,370,0.649389715,0.3789,-0.6692,110000
651807,m,84,2009,87,3356,2,78.5,3356,1,2013,630,650,0.735795709,0.2124,-0.8608,600000
619423,m,79.2,2009,89.33,9099,2,77,9099,0,2013,400,470,0.610611988,-0.7866,-2.5853,40000
1081706,m,78.2,2010,86.8,4752,2,70,4752,0,2014,655,680,0.649389715,0.8784,0.4805,570000
990494,f,86,2010,88,11788,2,73,11788,0,2014,350,310,0.144789889,0.3789,1.4386,220000
274016,m,68.5,2007,85.2,7077,2,73.4,7077,0,2011,425,425,0.843123727,-2.1513,-1.5513,290000
1242036,m,84,2009,84,6545,2,67,6545,0,2014,530,560,0.953899775,0.2124,0.8637,320000
1023314,m,86.5,2010,91,14342,2,72.85,14342,0,2014,540,485,-1,-0.0873,0.7941,180000
988732,m,68,2009,65.6,137,2,63.33,137,0,2014,530,380,0.622642916,-0.7866,-1.0524,95000
1045712,m,65.17,2008,66.2,8159,2,74.78,8159,0,2013,595,605,0.911395278,-0.2871,0.0973,95000
642720,m,51.83,2006,58,6874,2,68,6874,0,2013,450,650,0.843123727,-0.4536,0.0973,240000
30142,m,76,2004,78,350,2,64.25,350,0,2010,445,535,-1,-1.3713,-1.3934,320000
211252,m,83,2005,88,495,2,82,495,1,2011,505,515,0.987207086,0.1888,-0.2875,495000
353081,m,75.3,2008,73.6,9481,2,65.6,9481,0,2012,535,495,0.704090412,0.9688,0.1864,355000
827501,m,86.2,2010,82,47,1,78.9,47,1,2014,535,545,0.557389506,-1.6191,-1.6273,300000
1193792,m,80,2008,79.3,4562,2,65.7,4562,0,2012,675,485,0.23780284,-0.4536,-0.8608,200000
794209,m,85.2,2010,81.5,8350,2,57.64,8350,0,2014,385,485,0.600057182,0.3789,0.2889,400000
1201536,m,89.9,2009,84.5,8524,2,68,8524,0,2013,485,485,-1,0.8784,0.4805,360000
664758,f,73,2006,74,13478,2,78,13478,0,2013,560,545,0.81941653,-0.1206,0.0973,300000
358114,f,81.4,2008,83.6,167,2,73,167,0,2012,515,515,0.635978756,0.9688,-0.0506,450000
1098954,m,84.93,2008,81.5,11603,2,65.18,11603,0,2012,520,465,-1,1.2114,0.6721,105000
530601,m,92.3,2009,87.4,11759,2,81.89,11759,0,2013,470,485,0.600057182,0.5008,0.1864,290000
229508,m,83,2007,90,1245,2,68,1245,1,2011,425,465,0.538386893,-1.3713,0.0284,280000
921123,f,90.76,2010,92.5,6196,2,75.5,6196,0,2014,475,590,0.842248322,0.5454,-0.2859,325000
1095283,m,84,2009,86,13024,2,65.59,13024,0,2013,595,680,0.155908503,0.0459,-0.6692,335000
811379,m,73.6,2009,78.3,47,1,74.4,47,1,2014,570,620,0.338786347,-0.1206,1.0554,325000
624224,m,82.6,2009,76,5815,2,69.43,5815,0,2013,385,385,0.765673581,-0.2871,-0.0943,300000
1289956,m,80.4,2010,60.2,6851,2,81,6851,0,2014,335,565,0.649389715,0.0459,1.247,210000
282180,m,67.7,2005,78.2,4439,2,71,4439,0,2011,475,485,0.765673581,0.8128,0.8183,500000
919418,m,81,2010,68,7376,2,63.4,7376,0,2014,435,265,0.744758354,-1.1196,-0.8608,180000
742427,f,91.33,2009,94.7,5931,2,81.11,5931,0,2013,425,515,0.868736585,-1.2861,-0.6692,300000
514215,m,78,2009,83,231,2,64.86,231,0,2013,470,575,0.229481755,-0.2793,-0.0506,335000
632512,m,88,2009,83,9737,2,72,9737,0,2013,555,590,0.0587928,0.8784,0.2889,240000
224757,f,91.8,2008,87.66,8099,2,79.8,8099,0,2011,515,565,0.538386893,0.3448,-1.8673,400000
1251221,m,57,2008,69.6,485,2,61.06,485,0,2013,530,510,0.486747008,0.5454,0.8637,210000
47476,f,94.7,2006,94.7,434,2,67,434,1,2010,585,535,0.824666401,0.9688,-0.1295,205000
123610,m,77.2,2007,72.46,1277,2,62,1277,1,2011,365,305,0.304510914,0.1888,0.0284,200000
317627,m,78.4,2005,61.8,110,2,62.6,110,0,2010,465,645,0.376059587,0.5008,-0.169,180000
63890,f,78.5,2006,71,11013,2,75,11013,0,2010,365,525,0.824666401,-1.2153,0.0284,610000
644505,m,91.6,2009,86.6,13371,2,85.6,13371,0,2013,570,545,0.884122512,0.3789,0.0973,200000
350244,f,84.8,2008,78,9019,2,78,9019,0,2012,595,675,0.884122512,0.5008,-0.2875,400000
113192,m,86.8,2005,62,1015,2,71.9,1015,0,2010,605,555,0.735795709,0.3448,1.1343,620000
1240608,m,84,2011,77,14363,2,73.08,14363,0,2015,425,320,0.450876584,-1.1196,-1.6273,405000
963123,m,88,2010,90,9173,2,76,9173,1,2014,555,630,0.356536488,0.8027,-0.6692,335000
1131892,m,74,2009,81,3668,2,71.64,3668,0,2013,460,270,0.978799293,0.5454,-0.0943,95000
745677,f,74,2009,62,3158,2,71,3158,1,2013,450,295,0.538386893,-1.8855,0.167,205000
182616,m,54,2007,53,429,2,73,429,0,2011,495,575,0.563267824,-0.2793,0.1864,275000
298494,m,75.36,2007,60.16,2963,2,57.81,2963,0,2011,445,335,0.376059587,0.0328,0.0284,280000
614047,m,79,2010,79.4,272,2,68.58,272,0,2014,560,720,0.45901584,-0.2871,-1.6273,115000
753317,m,85,2009,88.3,11000,2,75.52,11000,1,2013,655,445,0.338786347,-0.6201,-1.244,335000
65707,m,84.16,2006,80.4,1648,2,63.6,1648,1,2010,475,415,0.0587928,-0.1232,-1.2354,630000
837421,f,71.3,2010,79.2,11368,2,80.05,11368,0,2014,475,650,0.23780284,-0.6201,-0.2859,305000
1035858,m,85.38,2009,83.34,215,2,58.8,215,1,2013,510,605,0.978799293,1.0449,0.4805,490000
1265819,m,82,2009,79.23,5050,2,70,5050,0,2013,565,645,-1,1.2114,0.2889,240000
829759,m,74,2010,50,462,2,65,462,1,2014,375,470,0.45901584,0.2124,-0.4776,215000
913446,m,77.8,2010,85.4,15022,1,63,15022,0,2014,570,515,0.744758354,0.0459,-2.2021,370000
1149020,f,72.45,2009,73.63,451,2,66.45,451,1,2013,460,310,-1,0.2124,-0.4776,300000
898265,m,80,2010,83.6,66,2,71.36,66,0,2014,560,635,0.953899775,0.2124,-0.6692,350000
640413,m,66,2009,63.4,2097,2,70.7,2097,0,2013,595,530,0.488347977,0.3789,-0.0943,180000
435465,f,88,2007,96,492,2,62,492,1,2011,385,405,-1,0.6568,0.6603,200000
959934,m,78.6,2008,64.8,7255,2,63.7,7255,0,2014,520,535,0.744758354,-0.1206,-2.0105,145000
105067,m,77.2,2005,72.2,982,2,63,982,1,2010,235,555,0.694479328,-0.1232,-0.6035,120000
1148338,m,67,2009,65,1263,2,62,1263,1,2013,545,535,-1,0.5454,-0.4776,325000
434862,f,84,2008,94,11352,2,82.24,11352,1,2012,505,515,0.901489571,0.6178,-0.9194,360000
258714,m,85.5,2006,81.1,4103,2,72.44,4103,0,2010,495,485,0.793580615,-0.1232,-0.7615,180000
315763,m,67,2005,77,7827,2,76,7827,0,2011,554,435,0.486747008,0.7119,1.0554,550000
267786,f,78,2004,50.5,462,2,78,462,1,2011,495,465,0.670743151,-0.5913,0.5024,500000
513309,m,78.2,2007,80.6,11825,2,71.72,11825,0,2012,450,705,0.765673581,-1.0593,-1.5513,415000
911962,m,90.4,2010,82.6,51,2,75.8,51,0,2014,520,695,0.864685413,-0.9531,-1.8189,400000
416501,m,87.2,2008,77.8,51,2,69.48,51,0,2012,605,735,0.376059587,-0.1232,-1.8278,360000
924141,m,85,2010,79,830,2,71,830,1,2014,535,500,0.622642916,0.5454,0.2889,200000
1202817,m,84,2009,81,1914,2,67,1914,1,2013,395,310,0.328746379,1.2114,-0.2859,275000
